id,name
CITY,City
CLIM_DIV,Climate Division
CLIM_REG,Climate Region
CNTRY,Country
CNTY,County
HYD_ACC,Hydrologic Accounting Unit
HYD_CAT,Hydrologic Cataloging Unit
HYD_REG,Hydrologic Region
HYD_SUB,Hydrologic Subregion
ST,State
US_TERR,US Territory
ZIP,Zip Code
